date,open,high,low,close,volume
2021-03-01,9760.0,9770.0,9350.0,9740.0,38600
2021-03-02,9750.0,9780.0,9510.0,9600.0,22000
2021-03-03,9550.0,9760.0,9490.0,9710.0,20800
2021-03-04,9560.0,9600.0,9320.0,9490.0,22000
2021-03-05,9350.0,9360.0,9110.0,9340.0,36400
2021-03-08,9500.0,9500.0,9070.0,9100.0,37600
2021-03-09,9140.0,9370.0,9080.0,9220.0,33900
2021-03-10,9260.0,9380.0,9160.0,9210.0,21500
2021-03-11,9330.0,9550.0,9210.0,9500.0,22000
2021-03-12,9560.0,9560.0,9330.0,9420.0,38000
2021-03-15,9440.0,9470.0,9140.0,9240.0,28500
2021-03-16,9250.0,9400.0,9200.0,9400.0,12800
2021-03-17,9260.0,9330.0,9180.0,9240.0,14000
2021-03-18,9300.0,9380.0,9260.0,9340.0,10800
2021-03-19,9240.0,9550.0,9240.0,9550.0,28600
2021-03-22,9350.0,9470.0,9230.0,9230.0,23700
2021-03-23,9280.0,9390.0,9160.0,9170.0,16900
2021-03-24,9150.0,9270.0,8970.0,8990.0,25700
2021-03-25,9100.0,9220.0,9060.0,9130.0,15800
2021-03-26,9180.0,9250.0,9070.0,9240.0,22200
2021-03-29,9000.0,9190.0,8900.0,9030.0,154500
2021-03-30,9000.0,9000.0,8630.0,8920.0,92100
2021-03-31,8870.0,9050.0,8790.0,8910.0,35700
2021-04-01,8980.0,9080.0,8840.0,8930.0,19100
2021-04-02,8990.0,9000.0,8920.0,8980.0,8500
2021-04-05,8980.0,8990.0,8810.0,8930.0,11700
2021-04-06,8930.0,8930.0,8620.0,8640.0,18100
2021-04-07,8510.0,8790.0,8510.0,8650.0,14200
2021-04-08,8650.0,8660.0,8530.0,8560.0,7800
2021-04-09,8590.0,8640.0,8490.0,8560.0,9600
2021-04-12,8610.0,8700.0,8550.0,8560.0,5300
2021-04-13,8580.0,8740.0,8510.0,8690.0,9100
2021-04-14,8690.0,8760.0,8640.0,8740.0,6900
2021-04-15,8750.0,8860.0,8690.0,8860.0,3500
2021-04-16,8860.0,8860.0,8720.0,8720.0,6900
2021-04-19,8750.0,8760.0,8660.0,8660.0,4000
2021-04-20,8660.0,8670.0,8530.0,8580.0,11800
2021-04-21,8490.0,8560.0,8180.0,8240.0,26800
2021-04-22,8240.0,8400.0,8230.0,8330.0,9400
2021-04-23,8320.0,8370.0,8250.0,8280.0,5400
2021-04-26,8310.0,8310.0,8210.0,8230.0,6200
