date,open,high,low,close,volume
2026-02-13,3595.0,3600.0,3420.0,3430.0,579500
2026-02-16,3300.0,3450.0,3215.0,3335.0,136200
2026-02-17,3335.0,3720.0,3335.0,3680.0,150100
2026-02-18,3585.0,3630.0,3400.0,3630.0,80000
2026-02-19,3540.0,3550.0,3490.0,3510.0,15100
2026-02-20,3450.0,3515.0,3410.0,3510.0,22000
2026-02-24,3390.0,3390.0,3055.0,3110.0,70800
2026-02-25,3110.0,3170.0,3080.0,3160.0,29000
2026-02-26,3150.0,3190.0,3085.0,3190.0,18000
2026-02-27,3135.0,3470.0,3135.0,3230.0,70800
2026-03-02,3255.0,3375.0,3165.0,3325.0,19600
2026-03-03,3210.0,3320.0,3210.0,3230.0,21600
2026-03-04,3230.0,3300.0,3155.0,3175.0,8900
2026-03-05,3300.0,3340.0,3225.0,3290.0,10300
2026-03-06,3360.0,3360.0,3280.0,3325.0,12700
