source_date,code,name,market,market_slug,sector,industry
20260131,6276,シリウスビジョン,スタンダード,standard,電気機器,電機・精密
20260131,6277,ホソカワミクロン,プライム,prime,機械,機械
20260131,6278,ユニオンツール,プライム,prime,機械,機械
20260131,6279,瑞光,プライム,prime,機械,機械
20260131,6282,オイレス工業,プライム,prime,機械,機械
20260131,6284,日精エー・エス・ビー機械,プライム,prime,機械,機械
20260131,6286,靜甲,スタンダード,standard,機械,機械
20260131,6287,サトー,プライム,prime,機械,機械
20260131,6289,技研製作所,プライム,prime,機械,機械
20260131,6291,日本エアーテック,スタンダード,standard,機械,機械
20260131,6292,カワタ,スタンダード,standard,機械,機械
20260131,6293,日精樹脂工業,プライム,prime,機械,機械
20260131,6294,オカダアイヨン,プライム,prime,機械,機械
20260131,6298,ワイエイシイホールディングス,プライム,prime,機械,機械
20260131,6301,小松製作所,プライム,prime,機械,機械
20260131,6302,住友重機械工業,プライム,prime,機械,機械
20260131,6305,日立建機,プライム,prime,機械,機械
20260131,6306,日工,プライム,prime,機械,機械
20260131,6307,サンセイ,スタンダード,standard,機械,機械
20260131,6309,巴工業,プライム,prime,機械,機械
20260131,6310,井関農機,プライム,prime,機械,機械
20260131,6315,ＴＯＷＡ,プライム,prime,機械,機械
20260131,6316,丸山製作所,スタンダード,standard,機械,機械
20260131,6317,北川鉄工所,スタンダード,standard,機械,機械
20260131,6322,タクミナ,スタンダード,standard,機械,機械
