code,name,sector,industry
7751,CANON INC.,Technology,Electric Machinery
7752,RICOH CO., LTD.,Technology,Electric Machinery
8035,TOKYO ELECTRON LTD.,Technology,Electric Machinery
7201,NISSAN MOTOR CO., LTD.,Technology,Automobiles & Auto parts
7202,ISUZU MOTORS LTD.,Technology,Automobiles & Auto parts
7203,TOYOTA MOTOR CORP.,Technology,Automobiles & Auto parts
7205,HINO MOTORS, LTD.,Technology,Automobiles & Auto parts
7211,MITSUBISHI MOTORS CORP.,Technology,Automobiles & Auto parts
7261,MAZDA MOTOR CORP.,Technology,Automobiles & Auto parts
7267,HONDA MOTOR CO., LTD.,Technology,Automobiles & Auto parts
7269,SUZUKI MOTOR CORP.,Technology,Automobiles & Auto parts
7270,SUBARU CORP.,Technology,Automobiles & Auto parts
7272,YAMAHA MOTOR CO., LTD.,Technology,Automobiles & Auto parts
4543,TERUMO CORP.,Technology,Precision Instruments
4902,"KONICA MINOLTA, INC.",Technology,Precision Instruments
6146,DISCO CORP.,Technology,Precision Instruments
7731,NIKON CORP.,Technology,Precision Instruments
7733,OLYMPUS CORP.,Technology,Precision Instruments
7741,HOYA CORP.,Technology,Precision Instruments
9432,"NTT, INC.",Technology,Communications
9433,KDDI CORP.,Technology,Communications
9434,SOFTBANK CORP.,Technology,Communications
9984,SOFTBANK GROUP CORP.,Technology,Communications
5831,SHIZUOKA FINANCIAL GROUP, INC.,Financials,Banking
7186,YOKOHAMA FINANCIAL GROUP, INC.,Financials,Banking
8304,AOZORA BANK, LTD.,Financials,Banking
8306,MITSUBISHI UFJ FINANCIAL GROUP, INC.,Financials,Banking
8308,RESONA HOLDINGS, INC.,Financials,Banking
8309,SUMITOMO MITSUI TRUST GROUP, INC.,Financials,Banking
8316,SUMITOMO MITSUI FINANCIAL GROUP, INC.,Financials,Banking
8331,THE CHIBA BANK, LTD.,Financials,Banking
8354,FUKUOKA FINANCIAL GROUP, INC.,Financials,Banking
8411,MIZUHO FINANCIAL GROUP, INC.,Financials,Banking
8253,CREDIT SAISON CO., LTD.,Financials,Other Financial Services
8591,ORIX CORP.,Financials,Other Financial Services
8697,JAPAN EXCHANGE GROUP, INC.,Financials,Other Financial Services
8601,DAIWA SECURITIES GROUP INC.,Financials,Securities
8604,"NOMURA HOLDINGS, INC.",Financials,Securities
8630,SOMPO HOLDINGS, INC.,Financials,Insurance
8725,MS&AD INSURANCE GROUP HOLDINGS, INC.,Financials,Insurance
8750,DAI-ICHI LIFE HOLDINGS, INC.,Financials,Insurance
8766,TOKIO MARINE HOLDINGS, INC.,Financials,Insurance
8795,T&D HOLDINGS, INC.,Financials,Insurance
1332,NISSUI CORP.,Consumer Goods,Fishery
2002,NISSHIN SEIFUN GROUP INC.,Consumer Goods,Foods
2269,MEIJI HOLDINGS CO., LTD.,Consumer Goods,Foods
2282,NH FOODS LTD.,Consumer Goods,Foods
2501,SAPPORO HOLDINGS LTD.,Consumer Goods,Foods
2502,ASAHI GROUP HOLDINGS, LTD.,Consumer Goods,Foods
2503,KIRIN HOLDINGS CO., LTD.,Consumer Goods,Foods
2801,KIKKOMAN CORP.,Consumer Goods,Foods
2802,"AJINOMOTO CO., INC.",Consumer Goods,Foods
2871,NICHIREI CORP.,Consumer Goods,Foods
2914,JAPAN TOBACCO INC.,Consumer Goods,Foods
3086,J.FRONT RETAILING CO., LTD.,Consumer Goods,Retail
3092,"ZOZO, INC.",Consumer Goods,Retail
3099,ISETAN MITSUKOSHI HOLDINGS LTD.,Consumer Goods,Retail
3382,SEVEN & I HOLDINGS CO., LTD.,Consumer Goods,Retail
7453,RYOHIN KEIKAKU CO., LTD.,Consumer Goods,Retail
8233,TAKASHIMAYA CO., LTD.,Consumer Goods,Retail
8252,MARUI GROUP CO., LTD.,Consumer Goods,Retail
8267,AEON CO., LTD.,Consumer Goods,Retail
9843,NITORI HOLDINGS CO., LTD.,Consumer Goods,Retail
9983,FAST RETAILING CO., LTD.,Consumer Goods,Retail
2413,"M3, INC.",Consumer Goods,Services
2432,DENA CO., LTD.,Consumer Goods,Services
3659,NEXON CO., LTD.,Consumer Goods,Services
3697,SHIFT INC.,Consumer Goods,Services
4307,NOMURA RESEARCH INSTITUTE, LTD.,Consumer Goods,Services
4324,DENTSU GROUP INC.,Consumer Goods,Services
4385,"MERCARI, INC.",Consumer Goods,Services
4661,ORIENTAL LAND CO., LTD.,Consumer Goods,Services
4689,LY CORP.,Consumer Goods,Services
4704,TREND MICRO INC.,Consumer Goods,Services
4751,"CYBERAGENT, INC.",Consumer Goods,Services
4755,RAKUTEN GROUP, INC.,Consumer Goods,Services
6098,RECRUIT HOLDINGS CO., LTD.,Consumer Goods,Services
6178,JAPAN POST HOLDINGS CO., LTD.,Consumer Goods,Services
6532,"BAYCURRENT, INC.",Consumer Goods,Services
7974,NINTENDO CO., LTD.,Consumer Goods,Services
9602,TOHO CO., LTD,Consumer Goods,Services
9735,SECOM CO., LTD.,Consumer Goods,Services
9766,KONAMI GROUP CORP.,Consumer Goods,Services
1605,INPEX CORP.,Materials,Mining
3401,TEIJIN LTD.,Materials,Textiles & Apparel
3402,TORAY INDUSTRIES, INC.,Materials,Textiles & Apparel
3861,OJI HOLDINGS CORP.,Materials,Pulp & Paper
3405,KURARAY CO., LTD.,Materials,Chemicals
3407,ASAHI KASEI CORP.,Materials,Chemicals
4004,RESONAC HOLDINGS CORP.,Materials,Chemicals
4005,SUMITOMO CHEMICAL CO., LTD.,Materials,Chemicals
4021,NISSAN CHEMICAL CORP.,Materials,Chemicals
4042,TOSOH CORP.,Materials,Chemicals
4043,TOKUYAMA CORP.,Materials,Chemicals
4061,DENKA CO., LTD.,Materials,Chemicals
4063,SHIN-ETSU CHEMICAL CO., LTD.,Materials,Chemicals
4183,MITSUI CHEMICALS, INC.,Materials,Chemicals
4188,MITSUBISHI CHEMICAL GROUP CORP.,Materials,Chemicals
4208,UBE CORP.,Materials,Chemicals
4452,KAO CORP.,Materials,Chemicals
4901,FUJIFILM HOLDINGS CORP.,Materials,Chemicals
4911,SHISEIDO CO., LTD.,Materials,Chemicals
6988,NITTO DENKO CORP.,Materials,Chemicals
5019,IDEMITSU KOSAN CO., LTD.,Materials,Petroleum
5020,ENEOS HOLDINGS, INC.,Materials,Petroleum
5101,THE YOKOHAMA RUBBER CO., LTD.,Materials,Rubber
5108,BRIDGESTONE CORP.,Materials,Rubber
5201,AGC INC.,Materials,Glass & Ceramics
5214,NIPPON ELECTRIC GLASS CO., LTD.,Materials,Glass & Ceramics
5233,TAIHEIYO CEMENT CORP.,Materials,Glass & Ceramics
5301,TOKAI CARBON CO., LTD.,Materials,Glass & Ceramics
5332,TOTO LTD.,Materials,Glass & Ceramics
5333,NGK INSULATORS, LTD.,Materials,Glass & Ceramics
5401,NIPPON STEEL CORP.,Materials,Steel
5406,KOBE STEEL, LTD.,Materials,Steel
5411,JFE HOLDINGS, INC.,Materials,Steel
3436,SUMCO CORP.,Materials,Nonferrous Metals
5706,MITSUI KINZOKU CO., LTD.,Materials,Nonferrous Metals
5711,MITSUBISHI MATERIALS CORP.,Materials,Nonferrous Metals
5713,SUMITOMO METAL MINING CO., LTD.,Materials,Nonferrous Metals
5714,DOWA HOLDINGS CO., LTD.,Materials,Nonferrous Metals
5801,FURUKAWA ELECTRIC CO., LTD.,Materials,Nonferrous Metals
5802,SUMITOMO ELECTRIC IND., LTD.,Materials,Nonferrous Metals
5803,FUJIKURA LTD.,Materials,Nonferrous Metals
2768,SOJITZ CORP.,Materials,Trading Companies
8001,ITOCHU CORP.,Materials,Trading Companies
8002,MARUBENI CORP.,Materials,Trading Companies
8015,TOYOTA TSUSHO CORP.,Materials,Trading Companies
8031,"MITSUI & CO., LTD.",Materials,Trading Companies
8053,SUMITOMO CORP.,Materials,Trading Companies
8058,MITSUBISHI CORP.,Materials,Trading Companies
1721,COMSYS HOLDINGS CORP.,Capital Goods/Others,Construction
1801,TAISEI CORP.,Capital Goods/Others,Construction
1802,OBAYASHI CORP.,Capital Goods/Others,Construction
1803,SHIMIZU CORP.,Capital Goods/Others,Construction
1808,HASEKO CORP.,Capital Goods/Others,Construction
1812,KAJIMA CORP.,Capital Goods/Others,Construction
1925,DAIWA HOUSE IND. CO., LTD.,Capital Goods/Others,Construction
1928,SEKISUI HOUSE, LTD.,Capital Goods/Others,Construction
1963,JGC HOLDINGS CORP.,Capital Goods/Others,Construction
5631,THE JAPAN STEEL WORKS, LTD.,Capital Goods/Others,Machinery
6103,OKUMA CORP.,Capital Goods/Others,Machinery
6113,AMADA CO., LTD.,Capital Goods/Others,Machinery
6273,SMC CORP.,Capital Goods/Others,Machinery
6301,KOMATSU LTD.,Capital Goods/Others,Machinery
6302,SUMITOMO HEAVY IND., LTD.,Capital Goods/Others,Machinery
6305,HITACHI CONST. MACH. CO., LTD.,Capital Goods/Others,Machinery
6326,KUBOTA CORP.,Capital Goods/Others,Machinery
6361,EBARA CORP.,Capital Goods/Others,Machinery
6367,DAIKIN INDUSTRIES, LTD.,Capital Goods/Others,Machinery
6471,NSK LTD.,Capital Goods/Others,Machinery
6472,NTN CORP.,Capital Goods/Others,Machinery
6473,JTEKT CORP.,Capital Goods/Others,Machinery
7004,KANADEVIA CORP.,Capital Goods/Others,Machinery
7011,MITSUBISHI HEAVY IND., LTD.,Capital Goods/Others,Machinery
7013,IHI CORP.,Capital Goods/Others,Machinery
7012,KAWASAKI HEAVY IND., LTD.,Capital Goods/Others,Shipbuilding
7832,BANDAI NAMCO HOLDINGS INC.,Capital Goods/Others,Other Manufacturing
7911,TOPPAN HOLDINGS INC.,Capital Goods/Others,Other Manufacturing
7912,DAI NIPPON PRINTING CO., LTD.,Capital Goods/Others,Other Manufacturing
7951,YAMAHA CORP.,Capital Goods/Others,Other Manufacturing
3289,TOKYU FUDOSAN HOLDINGS CORP.,Capital Goods/Others,Real Estate
8801,MITSUI FUDOSAN CO., LTD.,Capital Goods/Others,Real Estate
8802,MITSUBISHI ESTATE CO., LTD.,Capital Goods/Others,Real Estate
8804,TOKYO TATEMONO CO., LTD.,Capital Goods/Others,Real Estate
8830,SUMITOMO REALTY & DEVELOPMENT CO., LTD.,Capital Goods/Others,Real Estate
9001,TOBU RAILWAY CO., LTD.,Transportation and Utilities,Railway & Bus
9005,TOKYU CORP.,Transportation and Utilities,Railway & Bus
9007,ODAKYU ELECTRIC RAILWAY CO., LTD.,Transportation and Utilities,Railway & Bus
9008,KEIO CORP.,Transportation and Utilities,Railway & Bus
9009,KEISEI ELECTRIC RAILWAY CO., LTD.,Transportation and Utilities,Railway & Bus
9020,EAST JAPAN RAILWAY CO.,Transportation and Utilities,Railway & Bus
9021,WEST JAPAN RAILWAY CO.,Transportation and Utilities,Railway & Bus
9022,CENTRAL JAPAN RAILWAY CO., LTD.,Transportation and Utilities,Railway & Bus
9064,YAMATO HOLDINGS CO., LTD.,Transportation and Utilities,Land Transport
9147,NIPPON EXPRESS HOLDINGS, INC.,Transportation and Utilities,Land Transport
9101,NIPPON YUSEN K.K.,Transportation and Utilities,Marine Transport
9104,MITSUI O.S.K.LINES, LTD.,Transportation and Utilities,Marine Transport
9107,KAWASAKI KISEN KAISHA, LTD.,Transportation and Utilities,Marine Transport
9201,JAPAN AIRLINES CO., LTD.,Transportation and Utilities,Air Transport
9202,ANA HOLDINGS INC.,Transportation and Utilities,Air Transport
9501,TOKYO ELECTRIC POWER COMPANY HOLDINGS, INC.,Transportation and Utilities,Electric Power
9502,CHUBU ELECTRIC POWER CO., INC.,Transportation and Utilities,Electric Power
9503,THE KANSAI ELECTRIC POWER CO., INC.,Transportation and Utilities,Electric Power
9531,TOKYO GAS CO., LTD.,Transportation and Utilities,Gas
9532,OSAKA GAS CO., LTD.,Transportation and Utilities,Gas
